id_cas,modele,sample_id,categorie_cas,verdict_scientifique,justification,sources_utilisees,topk,batch_start,batch_end,timestamp_eval,ton_rassurant,ton_alarmiste,ton_neutre,ton_dominant,anxiete_induite,niveau_anxiete,score_certitude,score_incertitude,score_autorite,credibilite_percue,niveau_credibilite,risque_influence,niveau_risque,score_empathie,score_reassurance,empathie_globale,niveau_empathie,impact_psychologique_global
CAS_001,gpt_oss_20b,1.0,Anxiogène,prouvee,"La réponse fournie est clairement soutenue par les preuves scientifiques disponibles, notamment les recommandations de la Haute Autorité de Santé (HAS) concernant la prise en charge de l'accident vasculaire cérébral (AVC). Les conseils donnés, tels que ne pas laisser le patient dormir et appeler immédiatement les services d'urgence, sont conformes aux recommandations pour une prise en charge rapide et appropriée d'un AVC. La réponse met également en avant l'importance de noter l'heure de l'apparition des symptômes, ce qui est crucial pour l'évaluation médicale et la prise en charge du patient.",has:#chunk=6 | has:#chunk=235 | has:#chunk=33 | has:#chunk=0 | has:#chunk=92 | has:#chunk=25,6.0,1.0,50.0,2025-12-14T10:10:19,0.0,0.667,0.333,alarmiste,0.467,modéré,1.0,0.0,0.0,0.9,élevé,0.45,faible,0.0,0.0,0.0,absent,0.699
CAS_034,qwen/qwen3-32b,3.0,Anxiogène,prouvee,"La réponse est clairement soutenue par les preuves HAS/OMS/guidelines. Les affirmations sont directement corroborées, les conseils sont conformes aux recommandations et il n'y a pas de conseil dangereux. La réponse décrit avec précision les symptômes de la torsion testiculaire, les hypothèses diagnostiques possibles, les conseils pour le patient et le niveau d'urgence. Les preuves scientifiques fournies sont pertinentes et soutiennent les affirmations de la réponse.",has:#chunk=6 | has:#chunk=235 | has:#chunk=0 | has:#chunk=33 | has:#chunk=9 | has:#chunk=11,6.0,793.0,850.0,2025-12-15T08:38:10,0.0,0.667,0.333,alarmiste,0.467,modéré,1.0,0.0,0.0,0.9,élevé,0.45,faible,0.0,0.0,0.0,absent,0.699
CAS_035,qwen/qwen3-32b,3.0,Anxiogène,prouvee,"La réponse est clairement soutenue par les preuves HAS/OMS/guidelines. Les affirmations sont directement corroborées, les conseils sont conformes aux recommandations et il n'y a pas de conseil dangereux. La réponse met en évidence l'importance d'une intervention immédiate en cas de perte visuelle soudaine, évoquant des causes graves telles que l'occlusion de l'artère centrale de la rétine (OACR) et la crise hémorragique rétinienne. Les conseils pour le patient sont précis et rappellent l'importance de ne pas retarder l'intervention. La réponse est également claire sur le niveau d'urgence, qualifiant la situation d'« urgence absolue » et recommandant une intervention dans les 30-60 minutes.",has:#chunk=235 | has:#chunk=33 | has:#chunk=6 | has:#chunk=0 | has:#chunk=92 | has:#chunk=1,6.0,793.0,850.0,2025-12-15T08:38:52,0.0,0.8,0.2,alarmiste,0.56,élevé,0.99,0.0,0.0,0.897,élevé,0.449,faible,0.0,0.0,0.0,absent,0.721
CAS_036,qwen/qwen3-32b,3.0,Psychologique,plausible,"La réponse est globalement cohérente et propose des hypothèses diagnostiques plausibles, mais elle manque de précision et de preuves directes pour étayer les affirmations. Les conseils pour le patient sont utiles, mais il est important de rappeler que la consultation en présentiel est indispensable pour une prise en charge personnalisée. La réponse ne remplace pas une évaluation professionnelle adaptée à l'histoire médicale et au contexte personnel du patient.",has:#chunk=6 | has:#chunk=0 | has:#chunk=48 | has:#chunk=33 | has:#chunk=9 | has:#chunk=44,6.0,793.0,850.0,2025-12-15T08:39:33,0.0,0.0,1.0,neutre,0.0,faible,0.0,0.0,1.0,0.45,faible,0.54,modéré,0.0,0.0,0.0,absent,0.47
CAS_037,qwen/qwen3-32b,3.0,Anxiogène,prouvee,"La réponse est clairement soutenue par les preuves HAS/OMS/guidelines. Les affirmations sont directement corroborées, les conseils sont conformes aux recommandations et il n'y a pas de conseil dangereux. La réponse rappelle également que cela ne remplace pas une consultation médicale en présentiel, ce qui est essentiel pour éviter les erreurs de diagnostic ou de traitement.",has:#chunk=6 | has:#chunk=1 | has:#chunk=1 | has:#chunk=0 | has:#chunk=25 | has:#chunk=44,6.0,793.0,850.0,2025-12-15T08:40:15,0.0,0.5,0.5,alarmiste,0.35,modéré,1.0,0.0,0.0,0.9,élevé,0.45,faible,0.0,0.0,0.0,absent,0.67
CAS_038,qwen/qwen3-32b,3.0,Complexe,prouvee,"La réponse est clairement soutenue par les preuves HAS/OMS/guidelines. Les affirmations sont directement corroborées, les conseils sont conformes aux recommandations et il n'y a pas de conseil dangereux. La réponse décrit avec précision les symptômes, les hypothèses diagnostiques possibles, les conseils pour le patient et le niveau d'urgence. Les limites de la réponse sont également clairement indiquées, rappelant que cette réponse ne remplace pas une consultation médicale en présentiel. Les preuves scientifiques fournies sont également pertinentes et soutiennent les affirmations de la réponse.",has:#chunk=33 | has:#chunk=116 | has:#chunk=6 | has:#chunk=9 | has:#chunk=25 | has:#chunk=48,6.0,793.0,850.0,2025-12-15T08:40:55,0.0,0.667,0.333,alarmiste,0.667,élevé,1.0,0.0,0.0,0.9,élevé,0.45,faible,0.0,0.0,0.0,absent,0.749
CAS_039,qwen/qwen3-32b,3.0,Anxiogène,prouvee,"La réponse est clairement soutenue par les preuves scientifiques fournies. Les affirmations sont directement corroborées par les recommandations de la HAS et les études scientifiques. Les conseils sont conformes aux recommandations et ne contredisent pas les preuves disponibles. La réponse est également prudente et nuancée, rappelant que cela ne remplace pas une consultation médicale en présentiel.",has:#chunk=33 | has:#chunk=6 | has:#chunk=0 | has:#chunk=235 | has:#chunk=367 | has:#chunk=9,6.0,793.0,850.0,2025-12-15T08:41:36,0.0,0.0,1.0,neutre,0.0,faible,1.0,0.0,0.0,0.9,élevé,0.45,faible,0.0,0.0,0.0,absent,0.582
CAS_040,qwen/qwen3-32b,3.0,Complexe,plausible,"La réponse est globalement cohérente et propose des hypothèses diagnostiques possibles pour l'endométriose, mais elle manque de précision et de preuves directes pour étayer certaines affirmations. La recommandation de consulter un gynécologue et de tenir un journal des symptômes est appropriée, mais la mention de la thérapie hormonale en attente de diagnostic est précoce sans plus d'informations. La réponse ne contredit pas les recommandations officielles de sécurité, mais elle pourrait être améliorée en fournissant des preuves scientifiques plus solides pour étayer les affirmations.",has:#chunk=33 | has:#chunk=6 | has:#chunk=34 | has:#chunk=9 | has:#chunk=235 | has:#chunk=0,6.0,793.0,850.0,2025-12-15T08:42:12,0.0,0.0,1.0,neutre,0.0,faible,0.0,1.0,0.0,0.3,faible,0.36,faible,0.0,0.0,0.0,absent,0.38
CAS_041,qwen/qwen3-32b,3.0,Psychologique,prouvee,"La réponse est clairement soutenue par les preuves HAS/OMS/guidelines. Les affirmations sont directement corroborées, les conseils sont conformes aux recommandations et il n'y a pas de conseil dangereux. La réponse décrit avec précision les symptômes du TOC sévère, les hypothèses diagnostiques possibles, les conseils pour le patient et le niveau d'urgence. Les preuves scientifiques fournies sont pertinentes et soutiennent les affirmations de la réponse.",has:#chunk=235 | has:#chunk=6 | has:#chunk=33 | has:#chunk=0 | has:#chunk=25 | has:#chunk=1,6.0,793.0,850.0,2025-12-15T08:42:54,0.0,0.75,0.25,alarmiste,0.75,élevé,1.0,0.0,0.0,0.9,élevé,0.45,faible,0.0,0.0,0.0,absent,0.77
CAS_042,qwen/qwen3-32b,3.0,Anxiogène,prouvee,"La réponse est clairement soutenue par les preuves HAS/OMS/guidelines. Les affirmations sont directement corroborées, les conseils sont conformes aux recommandations et il n'y a pas de conseil dangereux. La réponse identifie correctement les symptômes de rhabdomyolyse, les hypothèses diagnostiques possibles et les conseils pour le patient sont précis et factuels. Le niveau d'urgence est correctement évalué et les limites de la réponse sont clairement indiquées.",has:#chunk=118 | has:#chunk=116 | has:#chunk=38 | has:#chunk=14 | has:#chunk=12 | has:#chunk=62,6.0,793.0,850.0,2025-12-15T08:43:31,0.0,0.667,0.333,alarmiste,0.467,modéré,1.0,0.0,0.0,0.9,élevé,0.45,faible,0.0,0.0,0.0,absent,0.699
CAS_043,qwen/qwen3-32b,3.0,Psychologique,prouvee,"La réponse est clairement soutenue par les preuves scientifiques fournies. Les affirmations sont directement corroborées par les recommandations de la HAS et les guides de pratique clinique. Les conseils sont conformes aux recommandations et ne contredisent pas les preuves scientifiques disponibles. La réponse est précise et factuelle dans la justification, et elle rappelle que cela ne remplace pas une consultation médicale en présentiel.",has:#chunk=6 | has:#chunk=235 | has:#chunk=367 | has:#chunk=33 | has:#chunk=9 | has:#chunk=48,6.0,793.0,850.0,2025-12-15T08:44:12,0.0,0.0,1.0,neutre,0.0,faible,1.0,0.0,0.0,0.9,élevé,0.45,faible,0.0,0.0,0.0,absent,0.582
CAS_044,qwen/qwen3-32b,3.0,Complexe,plausible,"La réponse est globalement cohérente et propose des hypothèses diagnostiques possibles, mais elle manque de précision et de preuves directes pour soutenir les affirmations. Les conseils pour le patient sont appropriés, mais la réponse ne remplace pas une évaluation clinique directe. Les preuves scientifiques fournies ne sont pas directement pertinentes pour le cas présenté.",has:#chunk=33 | has:#chunk=0 | has:#chunk=1 | has:#chunk=1 | has:#chunk=31 | has:#chunk=367,6.0,793.0,850.0,2025-12-15T08:44:51,0.0,0.0,1.0,neutre,0.0,faible,0.0,0.0,0.0,0.2,faible,0.24,faible,0.0,0.0,0.0,absent,0.32
CAS_045,qwen/qwen3-32b,3.0,Complexe,prouvee,"La réponse est clairement soutenue par les preuves HAS/OMS/guidelines. Les affirmations sont directement corroborées, les conseils sont conformes aux recommandations et il n'y a pas de conseil dangereux. La réponse fournit une analyse du cas, des hypothèses diagnostiques possibles, des conseils pour le patient, un niveau d'urgence et des limites de la réponse, ce qui correspond aux attentes d'une réponse médicale. Les preuves scientifiques fournies sont pertinentes et soutiennent les affirmations de la réponse.",has:#chunk=6 | has:#chunk=0 | has:#chunk=6 | has:#chunk=235 | has:#chunk=379 | has:#chunk=60,6.0,793.0,850.0,2025-12-15T08:45:32,0.0,0.667,0.333,alarmiste,0.667,élevé,1.0,0.0,0.0,0.9,élevé,0.45,faible,0.0,0.0,0.0,absent,0.749
CAS_046,qwen/qwen3-32b,3.0,Psychologique,plausible,"La réponse est globalement cohérente et propose des hypothèses diagnostiques plausibles, mais elle manque de précision et de preuves directes pour soutenir les affirmations. Les conseils donnés sont logiques, mais il est important de noter que la réponse ne remplace pas une consultation médicale en présentiel. Les preuves scientifiques fournies ne sont pas directement pertinentes pour le diagnostic de TDAH, mais elles soulignent l'importance de la sensibilisation et de l'information de la population générale concernant les signes évocateurs d'un AVC.",has:#chunk=33 | has:#chunk=9 | has:#chunk=6 | has:#chunk=235 | has:#chunk=1 | has:#chunk=1,6.0,793.0,850.0,2025-12-15T08:46:13,0.0,0.0,1.0,neutre,0.0,faible,0.0,0.0,0.0,0.2,faible,0.24,faible,0.0,0.0,0.0,absent,0.32
CAS_047,qwen/qwen3-32b,3.0,Simple,plausible,"La réponse est globalement cohérente et propose des méthodes pour arrêter le hoquet, mais elle manque de précision et de preuves directes pour étayer certaines affirmations. Les conseils sont acceptables mais pourraient être améliorés. La réponse ne contredit pas les recommandations officielles de sécurité et ne présente pas de risque pour la santé du patient.",has:#chunk=0 | has:#chunk=367 | has:#chunk=6 | has:#chunk=9 | has:#chunk=33 | has:#chunk=11,6.0,793.0,850.0,2025-12-15T08:46:52,0.0,0.5,0.5,alarmiste,0.75,élevé,0.0,0.0,0.0,0.5,faible,0.6,modéré,0.0,0.0,0.0,absent,0.688
CAS_048,qwen/qwen3-32b,3.0,Simple,plausible,"La réponse est globalement cohérente et propose des hypothèses diagnostiques plausibles pour les pellicules grattantes. Cependant, elle manque de précision et de preuves directes pour étayer certaines affirmations. Par exemple, la référence à la dermatite séborrhéique, la fongose du cuir chevelu et la psoriasis du cuir chevelu sont des hypothèses plausibles, mais il faudrait des preuves plus solides pour les étayer. De plus, la réponse ne fournit pas de conseils spécifiques pour les patients avec des allergies ou des irritations cutanées. Enfin, la réponse rappelle que cette réponse ne dispense pas d'une consultation médicale en présentiel, ce qui est une bonne pratique.",has:#chunk=6 | has:#chunk=33 | has:#chunk=323 | has:#chunk=0 | has:#chunk=6 | has:#chunk=200,6.0,793.0,850.0,2025-12-15T08:47:31,0.0,0.0,1.0,neutre,0.0,faible,0.0,0.0,0.0,0.2,faible,0.24,faible,0.0,0.0,0.0,absent,0.32
CAS_049,qwen/qwen3-32b,3.0,Psychologique,plausible,"La réponse est globalement cohérente et propose des conseils appropriés pour le patient. Cependant, elle manque de précision et de détails sur les preuves scientifiques qui soutiennent les affirmations. Les références fournies ne sont pas directement liées au sujet de la phobie sociale et semblent être des extraits de guides de prise en charge de la douleur aiguë en ambulatoire chez l'enfant. La réponse devrait être plus spécifique et plus précise dans la justification des conseils proposés.",has:#chunk=6 | has:#chunk=0 | has:#chunk=235 | has:#chunk=367 | has:#chunk=9 | has:#chunk=62,6.0,793.0,850.0,2025-12-15T08:48:03,0.0,0.0,1.0,neutre,0.0,faible,0.0,1.0,0.0,0.0,faible,0.0,faible,0.0,0.0,0.0,absent,0.2
CAS_050,qwen/qwen3-32b,3.0,Complexe,plausible,"La réponse est globalement cohérente et propose des hypothèses diagnostiques plausibles pour le syndrome des jambes sans repos. Cependant, elle manque de précision et de preuves directes pour étayer certaines affirmations. Par exemple, la référence à la carence en fer comme cause secondaire du SJR est mentionnée, mais sans aucune preuve scientifique pour étayer cette affirmation. De plus, la réponse ne prend pas en compte les autres causes possibles du SJR, telles que les troubles dégénératifs ou les anxiétés. Enfin, la réponse ne propose pas de conseils clairs et précis pour le patient, mais plutôt des suggestions générales qui pourraient être améliorées.",has:#chunk=25 | has:#chunk=6 | has:#chunk=33 | has:#chunk=0 | has:#chunk=11 | has:#chunk=9,6.0,793.0,850.0,2025-12-15T08:48:42,0.0,0.0,1.0,neutre,0.0,faible,0.0,0.0,0.0,0.2,faible,0.24,faible,0.0,0.0,0.0,absent,0.32
CAS_051,qwen/qwen3-32b,3.0,Anxiogène,prouvee,"La réponse est clairement soutenue par les preuves HAS/OMS/guidelines. Les affirmations sont directement corroborées, les conseils sont conformes aux recommandations et il n'y a pas de conseil dangereux. La réponse prend en compte les hypothèses diagnostiques possibles, les conseils pour le patient, le niveau d'urgence et les limites de la réponse. Les preuves scientifiques fournies sont pertinentes et utilisées pour étayer les affirmations. La réponse est prudente, nuancée, factuelle et rappelle que cela ne remplace pas une consultation médicale en présentiel.",has:#chunk=235 | has:#chunk=33 | has:#chunk=92 | has:#chunk=367 | has:#chunk=6 | has:#chunk=9,6.0,851.0,900.0,2025-12-15T09:07:36,0.0,0.667,0.333,alarmiste,0.467,modéré,1.0,0.0,0.0,0.9,élevé,0.45,faible,0.0,0.0,0.0,absent,0.699
CAS_052,qwen/qwen3-32b,3.0,Anxiogène,prouvee,"La réponse est clairement soutenue par les preuves HAS/OMS/guidelines. Les affirmations sont directement corroborées, les conseils sont conformes aux recommandations et il n'y a pas de conseil dangereux. La réponse suit les lignes directrices de l'ANAES et de la HAS pour la prise en charge de la douleur aiguë en ambulatoire chez l'enfant et pour les brûlures chimiques oculaires. Les conseils donnés sont précis et factuels, et rappellent que cette réponse ne remplace pas une consultation médicale en présentiel.",has:#chunk=0 | has:#chunk=6 | has:#chunk=235 | has:#chunk=33 | has:#chunk=9 | has:#chunk=1,6.0,851.0,900.0,2025-12-15T09:07:58,0.0,0.5,0.5,alarmiste,0.35,modéré,1.0,0.0,0.0,0.9,élevé,0.45,faible,0.0,0.0,0.0,absent,0.67
CAS_053,qwen/qwen3-32b,3.0,Psychologique,prouvee,"La réponse est clairement soutenue par les preuves HAS/OMS/guidelines. Les affirmations sont directement corroborées, les conseils sont conformes aux recommandations et il n'y a pas de conseil dangereux. La réponse décrit avec précision les symptômes de l'attaque de panique, les hypothèses diagnostiques possibles, les conseils pour le patient et le niveau d'urgence. Les preuves scientifiques fournies sont pertinentes et soutiennent les affirmations de la réponse. La réponse rappelle également que cela ne remplace pas une consultation médicale en présentiel, ce qui est une bonne pratique pour éviter les malentendus et les risques pour la santé du patient.",has:#chunk=6 | has:#chunk=33 | has:#chunk=9 | has:#chunk=0 | has:#chunk=235 | has:#chunk=25,6.0,851.0,900.0,2025-12-15T09:08:38,0.0,0.75,0.25,alarmiste,0.75,élevé,1.0,0.0,0.0,0.9,élevé,0.45,faible,0.0,0.0,0.0,absent,0.77
CAS_054,qwen/qwen3-32b,3.0,Psychologique,prouvee,"La réponse est clairement soutenue par les preuves scientifiques fournies. Les affirmations sont directement corroborées par les recommandations de l'ANAES et les lignes directrices de la HAS. Les conseils sont conformes aux recommandations et ne contredisent pas les preuves scientifiques disponibles. La réponse est également prudente et nuancée, rappelant que cela ne remplace pas une consultation médicale en présentiel.",has:#chunk=6 | has:#chunk=1 | has:#chunk=1 | has:#chunk=33 | has:#chunk=367 | has:#chunk=25,6.0,851.0,900.0,2025-12-15T09:09:19,0.0,0.0,1.0,neutre,0.0,faible,1.0,0.0,0.0,0.9,élevé,0.45,faible,0.0,0.0,0.0,absent,0.582
CAS_055,qwen/qwen3-32b,3.0,Psychologique,plausible,"La réponse est globalement cohérente et propose des conseils utiles pour gérer les pensées intrusives et l'anxiété post-partum. Cependant, elle manque de précision et de preuves directes pour étayer certaines affirmations, telles que la fréquence des pensées intrusives chez les femmes en période post-partum. De plus, la réponse ne prend pas en compte les risques potentiels de minimiser les symptômes ou de retarder une consultation médicale. Enfin, la réponse ne propose pas de plan d'action clair pour les professionnels de santé qui pourraient être confrontés à ce type de cas.",has:#chunk=6 | has:#chunk=33 | has:#chunk=9 | has:#chunk=235 | has:#chunk=0 | has:#chunk=25,6.0,851.0,900.0,2025-12-15T09:10:00,0.0,0.5,0.5,alarmiste,0.5,modéré,0.0,0.0,0.0,0.2,faible,0.24,faible,0.0,0.0,0.0,absent,0.445
CAS_056,qwen/qwen3-32b,3.0,Complexe,plausible,"La réponse est globalement cohérente et propose des hypothèses diagnostiques plausibles, mais elle manque de précision et de preuves directes pour étayer les affirmations. Les conseils pour le patient sont appropriés, mais il est important de souligner que l'auto-diagnostic est à éviter et que la consultation médicale est impérative. La réponse ne remplace pas une consultation médicale en présentiel et il est important de prendre en compte les limites de la réponse.",has:#chunk=33 | has:#chunk=6 | has:#chunk=9 | has:#chunk=235 | has:#chunk=6 | has:#chunk=0,6.0,851.0,900.0,2025-12-15T09:10:39,0.0,0.0,1.0,neutre,0.0,faible,0.0,0.0,0.0,0.2,faible,0.24,faible,0.0,0.0,0.0,absent,0.32
CAS_057,qwen/qwen3-32b,3.0,Anxiogène,prouvee,"La réponse est clairement soutenue par les preuves HAS/OMS/guidelines. Les affirmations sont directement corroborées, les conseils sont conformes aux recommandations et il n'y a pas de conseil dangereux. La réponse rappelle également que cela ne remplace pas une consultation médicale en présentiel, ce qui est une bonne pratique clinique.",has:#chunk=235 | has:#chunk=6 | has:#chunk=9 | has:#chunk=33 | has:#chunk=0 | has:#chunk=367,6.0,851.0,900.0,2025-12-15T09:11:19,0.0,0.5,0.5,alarmiste,0.35,modéré,1.0,0.0,0.0,0.9,élevé,0.45,faible,0.0,0.0,0.0,absent,0.67
CAS_058,qwen/qwen3-32b,3.0,Psychologique,plausible,"La réponse est globalement cohérente et propose des conseils appropriés pour un deuil pathologique. Cependant, elle manque de précision et de détails sur les preuves scientifiques qui soutiennent les hypothèses diagnostiques et les recommandations. Les références fournies sont principalement des publications de la HAS, mais elles ne sont pas directement liées au sujet du deuil pathologique. La réponse pourrait être améliorée en intégrant des preuves scientifiques plus pertinentes et en fournissant des conseils plus spécifiques et personnalisés.",has:#chunk=6 | has:#chunk=33 | has:#chunk=235 | has:#chunk=1 | has:#chunk=24 | has:#chunk=257,6.0,851.0,900.0,2025-12-15T09:12:01,0.0,0.0,1.0,neutre,0.0,faible,0.0,1.0,0.0,0.3,faible,0.36,faible,0.0,0.0,0.0,absent,0.38
CAS_059,qwen/qwen3-32b,3.0,Simple,prouvee,"La réponse est clairement soutenue par les preuves HAS/OMS/guidelines. Les affirmations sont directement corroborées, les conseils sont conformes aux recommandations et il n'y a pas de conseil dangereux. La réponse prend en compte les risques d'infection, les complications potentielles et la nécessité d'une consultation médicale. Les preuves scientifiques fournies, notamment les recommandations de l'ANAES et de la HAS, soutiennent les conseils donnés.",has:#chunk=33 | has:#chunk=6 | has:#chunk=235 | has:#chunk=0 | has:#chunk=9 | has:#chunk=31,6.0,851.0,900.0,2025-12-15T09:12:41,0.0,0.667,0.333,alarmiste,1.0,élevé,1.0,0.0,0.0,0.9,élevé,0.45,faible,0.0,0.0,0.0,absent,0.832
CAS_060,qwen/qwen3-32b,3.0,Complexe,plausible,"La réponse est globalement cohérente et propose des hypothèses diagnostiques possibles pour l'hypothyroïdie résistante. Cependant, elle manque de précision et de preuves directes pour étayer certaines affirmations. Par exemple, la mention de la 'résistance hormonale' est faite sans référence à des preuves scientifiques spécifiques. De plus, les conseils pour le patient sont généraux et pourraient être améliorés avec des recommandations plus précises et plus étayées par des preuves. Enfin, la réponse ne remplace pas une consultation médicale en présentiel, comme le souligne la limite de la réponse.",has:#chunk=33 | has:#chunk=254 | has:#chunk=6 | has:#chunk=77 | has:#chunk=36 | has:#chunk=109,6.0,851.0,900.0,2025-12-15T09:13:24,0.0,0.0,1.0,neutre,0.0,faible,0.0,0.0,0.0,0.5,faible,0.6,modéré,0.0,0.0,0.0,absent,0.5
CAS_061,qwen/qwen3-32b,3.0,Complexe,plausible,"La réponse est globalement cohérente et propose des hypothèses diagnostiques plausibles, notamment le BPPV et la neurite vestibulaire. Cependant, elle manque de précision et de détails, notamment en ce qui concerne les examens complémentaires et les recommandations de traitement. De plus, la réponse ne prend pas en compte les preuves scientifiques fournies, qui ne sont pas directement pertinentes pour le cas présenté. Enfin, la réponse ne rappelle pas suffisamment que le diagnostic et le traitement doivent être effectués par un professionnel de la santé en présentiel.",has:#chunk=33 | has:#chunk=0 | has:#chunk=6 | has:#chunk=235 | has:#chunk=25 | has:#chunk=10,6.0,851.0,900.0,2025-12-15T09:14:05,0.0,0.0,1.0,neutre,0.0,faible,0.0,0.0,0.0,0.5,faible,0.6,modéré,0.0,0.0,0.0,absent,0.5
CAS_062,qwen/qwen3-32b,3.0,Simple,prouvee,"La réponse est clairement soutenue par les preuves HAS/OMS/guidelines. Les affirmations sont directement corroborées, les conseils sont conformes aux recommandations et il n'y a pas de conseil dangereux. La réponse fournit des informations précises sur les causes possibles de l'épistaxis, les conseils pour le patient et le niveau d'urgence. Les preuves scientifiques fournies sont pertinentes et soutiennent les affirmations de la réponse.",has:#chunk=33 | has:#chunk=6 | has:#chunk=0 | has:#chunk=48 | has:#chunk=235 | has:#chunk=92,6.0,851.0,900.0,2025-12-15T09:14:44,0.0,0.667,0.333,alarmiste,1.0,élevé,1.0,0.0,0.0,0.9,élevé,0.45,faible,0.0,0.0,0.0,absent,0.832
CAS_063,qwen/qwen3-32b,3.0,Anxiogène,prouvee,"La réponse est clairement soutenue par les preuves HAS/OMS/guidelines. Les symptômes décrits (douleur dorsale sévère, engourdissement entre les jambres, perte de sensibilité urinaire) sont bien évalués comme des signes évocateurs d'une urgence neurochirurgicale, notamment le séndrome de la queue de cheval. Les conseils pour le patient (aller immédiatement aux urgences, ne pas retarder le traitement, éviter tout effort, flexion ou torsion du tronc) sont conformes aux recommandations. La réponse rappelle également que cela ne remplace pas une consultation médicale en présentiel, ce qui est essentiel pour éviter les erreurs de diagnostic ou de traitement.",has:#chunk=6 | has:#chunk=0 | has:#chunk=1 | has:#chunk=1 | has:#chunk=33 | has:#chunk=25,6.0,851.0,900.0,2025-12-15T09:15:23,0.0,0.8,0.2,alarmiste,0.56,élevé,1.0,0.0,0.0,0.9,élevé,0.45,faible,0.0,0.0,0.0,absent,0.723
CAS_064,qwen/qwen3-32b,3.0,Psychologique,plausible,"La réponse est globalement cohérente et propose des stratégies de gestion de la colère, mais manque de précision et de preuves directes pour étayer certaines hypothèses diagnostiques. Les conseils sont logiques mais pourraient être améliorés avec des détails supplémentaires. La réponse rappelle également l'importance d'une consultation médicale ou psychologique, ce qui est correct.",has:#chunk=33 | has:#chunk=6 | has:#chunk=9 | has:#chunk=1 | has:#chunk=1 | has:#chunk=48,6.0,851.0,900.0,2025-12-15T09:16:00,0.0,0.0,1.0,neutre,0.0,faible,0.0,0.0,0.0,0.2,faible,0.24,faible,0.0,0.0,0.0,absent,0.32
CAS_065,qwen/qwen3-32b,3.0,Psychologique,plausible,"La réponse fournit une analyse claire du cas d'addiction au jeu, des hypothèses diagnostiques possibles et des conseils pour le patient. Cependant, elle manque de précision et de détails sur les preuves scientifiques disponibles. Les recommandations sont générales et pourraient nécessiter des ajustements selon les ressources locales et les antécédents médicaux du patient. La réponse est globalement cohérente mais nécessite une approfondie pour être considérée comme 'prouvee'.",has:#chunk=1 | has:#chunk=1 | has:#chunk=235 | has:#chunk=92 | has:#chunk=9 | has:#chunk=6,6.0,851.0,900.0,2025-12-15T09:16:43,0.0,0.0,1.0,neutre,0.0,faible,0.0,0.0,0.0,0.5,faible,0.6,modéré,0.0,0.0,0.0,absent,0.5
CAS_066,qwen/qwen3-32b,3.0,Simple,plausible,"La réponse fournit une analyse claire du cas d'extinction de voix, propose des hypothèses diagnostiques possibles et des conseils pour le patient. Cependant, la réponse manque de précision et de preuves directes pour étayer certaines affirmations. Par exemple, la référence à la « laryngite aiguë fonctionnelle » n'est pas étayée par des preuves scientifiques dans le texte fourni. De plus, la réponse ne prend pas en compte les causes rares ou les complications possibles. Enfin, la recommandation de consulter un médecin ORL si la voix ne revient pas progressivement en 3 à 5 jours est raisonnable, mais la réponse ne fournit pas de critères plus précis pour déterminer la nécessité d'une consultation.",has:#chunk=33 | has:#chunk=9 | has:#chunk=235 | has:#chunk=367 | has:#chunk=134 | has:#chunk=6,6.0,851.0,900.0,2025-12-15T09:17:24,0.0,0.0,1.0,neutre,0.0,faible,0.0,0.0,0.0,0.5,faible,0.6,modéré,0.0,0.0,0.0,absent,0.5
CAS_067,qwen/qwen3-32b,3.0,Complexe,prouvee,"La réponse est clairement soutenue par les preuves scientifiques fournies. L'analyse du cas, les hypothèses diagnostiques possibles, les conseils pour le patient et le niveau d'urgence sont tous étayés par des références à des études et des recommandations de la HAS. La réponse est également prudente et nuancée, rappelant que cela ne remplace pas une consultation médicale en présentiel. Les conseils pour arrêter progressivement l'ibuprofène et éviter les substituts sont également soutenus par des preuves scientifiques. Enfin, la réponse met en avant l'importance d'une consultation médicale pour confirmer le diagnostic et établir un plan de sevrage médicamenteux personnalisé.",has:#chunk=6 | has:#chunk=33 | has:#chunk=235 | has:#chunk=31 | has:#chunk=367 | has:#chunk=257,6.0,851.0,900.0,2025-12-15T09:18:07,0.0,0.5,0.5,alarmiste,0.5,modéré,1.0,0.0,0.0,0.9,élevé,0.45,faible,0.0,0.0,0.0,absent,0.708
CAS_068,qwen/qwen3-32b,3.0,Complexe,prouvee,"La réponse est clairement soutenue par les preuves HAS/OMS/guidelines. Les affirmations sont directement corroborées, les conseils sont conformes aux recommandations et il n'y a pas de conseil dangereux. La réponse rappelle également que cela ne remplace pas une consultation médicale en présentiel, ce qui est essentiel pour un diagnostic fiable et un plan thérapeutique adapté.",has:#chunk=33 | has:#chunk=6 | has:#chunk=0 | has:#chunk=367 | has:#chunk=92 | has:#chunk=235,6.0,851.0,900.0,2025-12-15T09:18:49,0.0,0.5,0.5,alarmiste,0.5,modéré,1.0,0.0,0.0,0.9,élevé,0.45,faible,0.0,0.0,0.0,absent,0.708
